Components,Train 0-1 Loss,Test 0-1 Loss,Train MSE,Test MSE,Weight Norm
100,0.7283999999999999,0.7256,0.08584540282119442,0.08536444057891826,2.46222186088562
2525,0.3055,0.7308,0.06037552319582917,0.10547451347585535,60.03669357299805
4950,0.0927,0.7816,0.03995031204208148,0.16706371790099514,163.13681030273438
7375,0.017100000000000004,0.8104,0.02057622795221565,0.3887876154628721,379.78314208984375
9800,0.00039999999999995595,0.8768,0.0023345177513058248,2.0258778631654115,1108.6766357421875
10000,0.0,0.862,0.001456063240348803,2.0969778831547683,1143.3214111328125
10200,0.0,0.8832,0.0009313985235874372,2.078118486316163,1140.376953125
10201,0.0,0.858,0.0009066220184505914,2.0060275375046723,1139.1282958984375
22650,0.0,0.7944,3.216568170472537e-06,0.26012040335116066,438.41162109375
35100,0.0,0.756,1.8929929259655815e-06,0.19115211892682163,388.2465515136719
47550,0.0,0.768,1.5108878131582511e-06,0.1671313318327144,368.1497802734375
60000,0.0,0.75,1.313944958124992e-06,0.15472734477372996,357.2379455566406
