Components,Train 0-1 Loss,Test 0-1 Loss,Train MSE,Test MSE,Weight Norm
100,0.727,0.718,0.0860227062414648,0.0851649042715564,2.3331782817840576
2525,0.3066,0.7143999999999999,0.06012119481597733,0.10341331817277846,60.16852951049805
4950,0.09499999999999997,0.7656000000000001,0.04003209012448544,0.1688439772699974,161.6155548095703
7375,0.017800000000000038,0.8224,0.020451236056128162,0.4018320709997799,384.21533203125
9800,0.00029999999999996696,0.8624,0.0024249589763963566,2.0768398728477138,1105.2259521484375
10000,0.0,0.8684000000000001,0.001461515192235099,2.0605289609078112,1142.6597900390625
10200,9.999999999998899e-05,0.8656,0.0008674128907894473,2.019754955172856,1125.8394775390625
10201,0.0,0.8652,0.0008913776321555501,1.9809923981870905,1128.0537109375
22650,0.0,0.8072,3.663178460862887e-06,0.26127396827085486,444.6603698730469
35100,0.0,0.7767999999999999,2.0598973272214615e-06,0.19452134946729077,390.78173828125
47550,0.0,0.7636000000000001,1.650129253550507e-06,0.17188348171279308,370.8272399902344
60000,0.0,0.7552,1.4750987611362568e-06,0.16044985556513397,360.84271240234375
